channel_id,channel_name,query_groups,search_video_count,recent_long_count,max_search_views,median_search_views,channel_url
UCHbQhoiP-819_MmVTohgcQQ,Simple Things - Surprising Histories,everyday_history,1,0,4905,4905,https://www.youtube.com/channel/UCHbQhoiP-819_MmVTohgcQQ/videos
UC2-cQAW7H-eBkfFVOAi-wZA,Hard Lives in History,everyday_history,2,2,4231,2384,https://www.youtube.com/channel/UC2-cQAW7H-eBkfFVOAi-wZA/videos
UCX87zQ7ISN-3hJ3zGFKOrIA,Betty’s British Kitchen,everyday_history,1,1,4108,4108,https://www.youtube.com/channel/UCX87zQ7ISN-3hJ3zGFKOrIA/videos
UCCNcHj6vkay2PQuEN8cia_Q,History Before Sleep,everyday_history,1,1,4078,4078,https://www.youtube.com/channel/UCCNcHj6vkay2PQuEN8cia_Q/videos
UCvKQJAY8-FXC2g0TycIea9w,Gentle History for Deep Sleep,everyday_history,2,2,4033,2540,https://www.youtube.com/channel/UCvKQJAY8-FXC2g0TycIea9w/videos
UChYyRkoqnTUY7sGDaRsruTg,The American Gazetteer-Relaxing History For Sleep,everyday_history,1,1,3900,3900,https://www.youtube.com/channel/UChYyRkoqnTUY7sGDaRsruTg/videos
UCf33nkiGJ3C3u-Ey-5_r38A,Village Channel,everyday_history,1,1,3726,3726,https://www.youtube.com/channel/UCf33nkiGJ3C3u-Ey-5_r38A/videos
UClyHdj_YkedLOJ6bGI7AU0g,The Snoozetorian,everyday_history,1,1,3569,3569,https://www.youtube.com/channel/UClyHdj_YkedLOJ6bGI7AU0g/videos
UCrpndb7tGvjDQz3n9aT_O5w,Breakdownz - The Story Behind Everything,everyday_history,1,0,3558,3558,https://www.youtube.com/channel/UCrpndb7tGvjDQz3n9aT_O5w/videos
UCTQhjqcgS3FIoLEJasZrLRQ,Great American Nostalgia,everyday_history,1,1,3406,3406,https://www.youtube.com/channel/UCTQhjqcgS3FIoLEJasZrLRQ/videos
UCZbk6uh4cbxwscTJEJXzxzA,The Royal Chronicles ,everyday_history,1,1,2690,2690,https://www.youtube.com/channel/UCZbk6uh4cbxwscTJEJXzxzA/videos
UC-eM1m-VYCLjIjdqkjH7d4Q,History Uncovered,everyday_history,1,1,2659,2659,https://www.youtube.com/channel/UC-eM1m-VYCLjIjdqkjH7d4Q/videos
UCrFVceoXrtyyCTk4nENUTBw,Allan's Abandoned America,everyday_history,1,0,2628,2628,https://www.youtube.com/channel/UCrFVceoXrtyyCTk4nENUTBw/videos
UCJ9_ohRJrR6oV3JBPl1nANA,The Reconstructed History,everyday_history,1,1,2579,2579,https://www.youtube.com/channel/UCJ9_ohRJrR6oV3JBPl1nANA/videos
UChOJePYqvnY3E706MqwWmig,Forgotten America With Michael,everyday_history,1,1,2471,2471,https://www.youtube.com/channel/UChOJePYqvnY3E706MqwWmig/videos
UCPyXgBceri7IB8aLudXpBBg,America Nostalgia,everyday_history,1,1,2081,2081,https://www.youtube.com/channel/UCPyXgBceri7IB8aLudXpBBg/videos
UCLrFojZKAOt4swlwqBymSyg,Architecture Genie,everyday_history,1,1,2076,2076,https://www.youtube.com/channel/UCLrFojZKAOt4swlwqBymSyg/videos
UC4vn8Q6TEJF9_YRqUdmBauA,Memory Trails,everyday_history,1,1,1875,1875,https://www.youtube.com/channel/UC4vn8Q6TEJF9_YRqUdmBauA/videos
UCgQLS6G8CGoG2TMT80y5HFQ,Old World Lens,everyday_history,1,1,1864,1864,https://www.youtube.com/channel/UCgQLS6G8CGoG2TMT80y5HFQ/videos
UCusQuS97UGUHusIPuEIuCtw,Domestic Revolutions,everyday_history,1,1,1822,1822,https://www.youtube.com/channel/UCusQuS97UGUHusIPuEIuCtw/videos
UC548di_sF9YGH6XTwO1UB9g,American Remind,everyday_history,1,1,1740,1740,https://www.youtube.com/channel/UC548di_sF9YGH6XTwO1UB9g/videos
UC-QcH8EQhHtPqAhG7l12pFw,The Crackton Files,everyday_history,1,0,1645,1645,https://www.youtube.com/channel/UC-QcH8EQhHtPqAhG7l12pFw/videos
UCQZmRPSdz04MG1e-IF46oSQ,Classic Old Western Tales,everyday_history,1,1,1629,1629,https://www.youtube.com/channel/UCQZmRPSdz04MG1e-IF46oSQ/videos
UCnLFOotM0AIgAqLcsQR11lA,Storia in Flanella,everyday_history,1,1,1627,1627,https://www.youtube.com/channel/UCnLFOotM0AIgAqLcsQR11lA/videos
UCtQ0AnnHtk-5xtfMuyUOB9Q,Geo Origins,everyday_history,1,1,1626,1626,https://www.youtube.com/channel/UCtQ0AnnHtk-5xtfMuyUOB9Q/videos
UCjShssvUnIrKjIUEuu_VmkA,The 1920s Vault,everyday_history,1,1,1625,1625,https://www.youtube.com/channel/UCjShssvUnIrKjIUEuu_VmkA/videos
UCNjJ5xqyEu_1QwjEU0cwwWw,LivingGhosts,everyday_history,2,2,1538,1381,https://www.youtube.com/channel/UCNjJ5xqyEu_1QwjEU0cwwWw/videos
UCf-HbFX5I3PHro60zk-AnZg,Earth Docuvo,everyday_history,2,0,1527,856,https://www.youtube.com/channel/UCf-HbFX5I3PHro60zk-AnZg/videos
UC6QO0w0Gb2W_pigOtl-rBQQ,Echoes of Empire,everyday_history,1,1,1526,1526,https://www.youtube.com/channel/UC6QO0w0Gb2W_pigOtl-rBQQ/videos
UCMuuUie8Cpdn3dDTc3YSpSg,Simple Things-WWH,everyday_history,1,1,1478,1478,https://www.youtube.com/channel/UCMuuUie8Cpdn3dDTc3YSpSg/videos
UC-m4rrNfL_4RLHIVaZrg3vw,Head of the Underground,everyday_history,1,1,1342,1342,https://www.youtube.com/channel/UC-m4rrNfL_4RLHIVaZrg3vw/videos
UC2YRJWG-tEaMM2NP8d0NkgQ,The Past Rendered,everyday_history,1,1,1172,1172,https://www.youtube.com/channel/UC2YRJWG-tEaMM2NP8d0NkgQ/videos
UCXg0QTMjOVtXhiRAbUg7HIA,SWL,everyday_history,1,0,1169,1169,https://www.youtube.com/channel/UCXg0QTMjOVtXhiRAbUg7HIA/videos
UClaomlHyLdmfYPw0-xgb2-w,To-History,everyday_history,1,1,995,995,https://www.youtube.com/channel/UClaomlHyLdmfYPw0-xgb2-w/videos
UCiA8oqaqPyfXt74jitl0lPA,World Without Anything,everyday_history,1,1,913,913,https://www.youtube.com/channel/UCiA8oqaqPyfXt74jitl0lPA/videos
UCQ56lStPjYYg5VLCYW2IvAA,Cozy Sleep Tales,everyday_history,1,1,861,861,https://www.youtube.com/channel/UCQ56lStPjYYg5VLCYW2IvAA/videos
UC4_71Fpwff5QjGP0LaX_04A,American Ironworks,everyday_history,1,1,835,835,https://www.youtube.com/channel/UC4_71Fpwff5QjGP0LaX_04A/videos
UC8DlCROk5ENquUiGL986u1Q,History & Disasters,everyday_history,1,1,763,763,https://www.youtube.com/channel/UC8DlCROk5ENquUiGL986u1Q/videos
UCv6onzQruKJeJo-sVTbRIoA,Erased Evidence,everyday_history,1,1,759,759,https://www.youtube.com/channel/UCv6onzQruKJeJo-sVTbRIoA/videos
UC5amYbyhJiUoIaHur66sMsg,NYC Nostalgia,everyday_history,1,1,737,737,https://www.youtube.com/channel/UC5amYbyhJiUoIaHur66sMsg/videos
UC7iWkZfs0bcCDtP1XJYM3xQ,Secrets of Great Places,everyday_history,1,1,701,701,https://www.youtube.com/channel/UC7iWkZfs0bcCDtP1XJYM3xQ/videos
UCsvOKiFRXrG1AvfSo2RUZKQ,Progress - Science Documentaries,everyday_history,1,1,684,684,https://www.youtube.com/channel/UCsvOKiFRXrG1AvfSo2RUZKQ/videos
UCL_ZgWi3WnPdsQpS9zNRmxA,Object 550,everyday_history,1,1,659,659,https://www.youtube.com/channel/UCL_ZgWi3WnPdsQpS9zNRmxA/videos
UC3IKTmW6IjbrFe2W7lOXxFw,CBC News Quebec,everyday_history,1,0,650,650,https://www.youtube.com/channel/UC3IKTmW6IjbrFe2W7lOXxFw/videos
UC6n_HeL8xgWIQsKsWs4KO4w,TRACKS - Travel Documentaries,everyday_history,1,1,641,641,https://www.youtube.com/channel/UC6n_HeL8xgWIQsKsWs4KO4w/videos
