query_group,query,video_id,channel_id,channel_name,title,views,published_text,age_days,duration_seconds,url
everyday_history,mail before railroad America history,zLUxdB99Uns,UCBHlJXCke2IYsiAH5DoP3TA,Sean Dietrich,You’ve Sung This a Million Times (It’s Not What You Think),108404,5 days ago,5,352,https://www.youtube.com/watch?v=zLUxdB99Uns
everyday_history,mail before railroad America history,U0xZeKCs4VM,UC2U4oSgmwIsAQ8iwL5vVolQ,Wild America,The Entire History of The Oregon Trail - FULL DOCUMENTARY,229962,9 months ago,270,6387,https://www.youtube.com/watch?v=U0xZeKCs4VM
everyday_history,mail before railroad America history,AYC_BcZZP1I,UCiryWuQqK0n8W7hdxldt8_w,Rail Universe,Night Mail | The Journey of Britain's Postal Train | 4K,13953,9 days ago,9,1403,https://www.youtube.com/watch?v=AYC_BcZZP1I
everyday_history,mail before railroad America history,dHkpFn9NlCI,UC9oGRaUTFIubLMT45nt9d4A,Metal Morph,🚆 America & Britain Trains Evolution | 200+ Years of Rail History | Сompilation,137209,6 months ago,180,566,https://www.youtube.com/watch?v=dHkpFn9NlCI
everyday_history,mail before railroad America history,eHOkBmN2Klo,UCFVUStJ4azXbWMhFO4yTELg,KUTV 2 News Salt Lake City,America remembers birth of transcontinental railroad,95,3 months ago,90,121,https://www.youtube.com/watch?v=eHOkBmN2Klo
everyday_history,mail before railroad America history,LhpZJwUboeI,UCAov2BBv1ZJav0c_yHEciAw,Samay Raina,Samay Raina - STILL ALIVE (Full Special),72626716,4 months ago,120,4861,https://www.youtube.com/watch?v=LhpZJwUboeI
everyday_history,mail before railroad America history,HzXa5nEXUaw,UCFgWWjqYuwSJQnGfXUxvOHw,Forgotten Ways,20 Things Railroad Workers Did Every Day (1900s),141,2 months ago,60,1185,https://www.youtube.com/watch?v=HzXa5nEXUaw
everyday_history,mail before railroad America history,XlwBQSyv67A,UCigPQTk_xiCgvAjatZN03Tw,Mr. Louis | Today in History,Transcontinental Railroad: The Golden Spike That Connected America | Today in History (1869),201,3 months ago,90,219,https://www.youtube.com/watch?v=XlwBQSyv67A
everyday_history,mail before railroad America history,XDLj-iV96yo,UCOdnuW1nr8rfnPJPrxql-DQ,Trade Relic,The Economics of Owning a Wild West Railroad,5,7 days ago,7,1272,https://www.youtube.com/watch?v=XDLj-iV96yo
everyday_history,mail before railroad America history,UfKrcnGbSyk,UCyPqaZQ7pVFpTYE3_Qqh1Bw,World Side,ABANDONED AMERICA!! 15 Nebraska Ghost Towns You Won’t Believe Still Exist Today,10525,2 days ago,2,1080,https://www.youtube.com/watch?v=UfKrcnGbSyk
everyday_history,mail before railroad America history,OFGYlkKbztc,UCw3QGNt0VIHXtDAKX91iylg,Flint & Factory,America's BIGGEST Delivery Company Just... Vanished. What They're Hiding,20099,4 months ago,120,4199,https://www.youtube.com/watch?v=OFGYlkKbztc
everyday_history,mail before railroad America history,07lINsrggZ4,UCfFrsS14viloVm1dKqHSoxQ,Japan Guide,Back in Time in Japan's Town of Tsumago,8978,3 days ago,3,612,https://www.youtube.com/watch?v=07lINsrggZ4
everyday_history,childbirth 1900 America history documentary,8JdTYA5EzIE,UCTGbcE7b1Pglql32wdQvXog,WTF HISTORY103,POV: Your Life as a Child Labor in 1900s America (No Way Out),45,2 months ago,60,465,https://www.youtube.com/watch?v=8JdTYA5EzIE
everyday_history,childbirth 1900 America history documentary,uc-iDy1CkDs,UCDlo-biUsttRR4vafjq_pRw,Health Evolution TV,The Forgotten Doctor Behind Every Modern Birth,34,3 weeks ago,21,670,https://www.youtube.com/watch?v=uc-iDy1CkDs
everyday_history,childbirth 1900 America history documentary,KNdzzl2AtgY,UCZG3UwmNLfvSabtnQ8VgTwA,HypeTrace,A Day in 1900s America A Family's Story,81,12 days ago,12,301,https://www.youtube.com/watch?v=KNdzzl2AtgY
everyday_history,childbirth 1900 America history documentary,kwanlZi-OAo,UCkT5-j4NCb2EULjGAJig1TA,The State Vault,America Had No Child Labor Law Until 1916 — So Who Did the Work?,63,2 days ago,2,1504,https://www.youtube.com/watch?v=kwanlZi-OAo
everyday_history,childbirth 1900 America history documentary,gVPxFIL8-IQ,UCS1WjiBqw4QQyk06GpRthIg,Gilded Age Elite,America's First Class War: How Labor Fought Back Against the Gilded Age | Documentary,159,7 months ago,210,2345,https://www.youtube.com/watch?v=gVPxFIL8-IQ
everyday_history,childbirth 1900 America history documentary,SRo4EY2m-H4,UCjShssvUnIrKjIUEuu_VmkA,The 1920s Vault,Child Labor in the Industrial Revolution | History Documentary,1625,10 months ago,300,2539,https://www.youtube.com/watch?v=SRo4EY2m-H4
everyday_history,childbirth 1900 America history documentary,9pYXlDryh1M,UCBGf12W_t5K9wDGThRpOqzA,Machiavelli Mind,"Everyday Life in Early 20th Century America: Struggles, Simplicity, and Social Change",341,11 months ago,330,8998,https://www.youtube.com/watch?v=9pYXlDryh1M
everyday_history,childbirth 1900 America history documentary,lJXgNkKhUu4,UCDhWlSRDcoIKPm_kUaO20qw,Warline Archives,Why America Had No Birth Certificates Until 1900,19,2 weeks ago,14,1607,https://www.youtube.com/watch?v=lJXgNkKhUu4
everyday_history,childbirth 1900 America history documentary,2VFKRnMt7j8,UCrKliDxqxsrocdyevQ_tVWg,Victorian Era Stories,Life in 1850: Childbirth Without Hospitals — How Victorian Women Gave Birth,7911,5 months ago,150,797,https://www.youtube.com/watch?v=2VFKRnMt7j8
everyday_history,childbirth 1900 America history documentary,7xR7bjuSbLo,UChYyRkoqnTUY7sGDaRsruTg,The American Gazetteer-Relaxing History For Sleep,"Hamilton County, Ohio in 1800s | Rolling Hills of Cincinnati’s Past | Calm Sleep-Inducing History",3900,6 months ago,180,5344,https://www.youtube.com/watch?v=7xR7bjuSbLo
everyday_history,childbirth 1900 America history documentary,He10JzG90ys,UC2TitrpeXIEUqgKYPp935FA,Life in the Wild West,Life in 1880: Childbirth Without Hospitals — How Women Gave Birth in the Wild West,462,5 months ago,150,1161,https://www.youtube.com/watch?v=He10JzG90ys
everyday_history,childbirth 1900 America history documentary,VU7Lufo7WzU,UCkuqtNsWaXobV6IYburNt6A,Shadow Archives,The Camera That Exposed The Truth: America’s Forgotten Child Miners,113,3 months ago,90,862,https://www.youtube.com/watch?v=VU7Lufo7WzU
everyday_history,childbirth 1900 America history documentary,64UVILNIekU,UCNZnxBieA6YtOkGt1Wg0_Fg,When Time Stood Still,Things Parents Actually Let Their Kids Do in the 1900s,77,5 months ago,150,856,https://www.youtube.com/watch?v=64UVILNIekU
everyday_history,childbirth 1900 America history documentary,aJ21m6zgs0M,UC0x-FvghZKnLXUHW05xjiWw,Anunnaki Dreams,What Life Was Really Like in America in the Early 1900s | History For Sleep,238,9 months ago,270,5937,https://www.youtube.com/watch?v=aJ21m6zgs0M
everyday_history,childbirth 1900 America history documentary,UEIHTnTiWoY,UChcIFm-pcSFwOoSkETO_swg,History for the Sleepy,"Living Through the Turn of the Century: How Americans Worked, Loved, and Survived in the 1900s",80,11 months ago,330,8849,https://www.youtube.com/watch?v=UEIHTnTiWoY
everyday_history,childbirth 1900 America history documentary,C6vaNoly1Gs,UCcUke2TaGDO1j7ZXOAtrkEw,Sleepy History with Arthur Bennett,The Families Chicago's Tenements Had No Room For in 1900 | History for Sleep,2,10 days ago,10,8756,https://www.youtube.com/watch?v=C6vaNoly1Gs
everyday_history,childbirth 1900 America history documentary,NqIDg0V1_bU,UCnqHwPFHtcOyD797oXBhV8A,InmateX,Inside Parchman Farm: America’s Most Controversial Prison,99,3 weeks ago,21,2248,https://www.youtube.com/watch?v=NqIDg0V1_bU
everyday_history,childbirth 1900 America history documentary,XLWzpP0ciAs,UCH8KmdML2mygT4d_A3SWOHg,"Forgotten Flavors
",15 Dangerous Jobs in 1900 That Paid Almost Nothing,21,10 months ago,300,221,https://www.youtube.com/watch?v=XLWzpP0ciAs
everyday_history,childbirth 1900 America history documentary,rljXf6Hbmec,UCAKPIc6R4Z0AyIAFaTACCjA,Old Line Power,The Disturbing Truth Behind the Lowell Mill Girls: America's Biggest Factory Scandal,67729,4 months ago,120,2894,https://www.youtube.com/watch?v=rljXf6Hbmec
everyday_history,life before air conditioning history,5ti-joUQ45w,UC4vn8Q6TEJF9_YRqUdmBauA,Memory Trails,What Life Was Like Before Air Conditioning,1875,10 months ago,300,483,https://www.youtube.com/watch?v=5ti-joUQ45w
everyday_history,life before air conditioning history,tN_hwRDc8gA,UCca-WkVPVe9nzs2iFct4wxg,Nicole Rudolph,Before Air Conditioning: How History dealt with Heatwaves,236612,1 month ago,30,1807,https://www.youtube.com/watch?v=tN_hwRDc8gA
everyday_history,life before air conditioning history,m9DumI6iEQY,UCuJxFxVuj4s_MmupOMmDqCQ,Weirdward Bound,"Before Air Conditioning, Half of America Was Unlivable | Bizarre History Documentary",311574,3 months ago,90,2185,https://www.youtube.com/watch?v=m9DumI6iEQY
everyday_history,life before air conditioning history,vBkpzLSIKpw,UCHaHJk9rsiIbA9htdWKCeSQ,American Retro Rewind,10 Ways People Stayed Cool In The Heat BEFORE Air Conditioning | 1960s America VS Today,20,9 months ago,270,329,https://www.youtube.com/watch?v=vBkpzLSIKpw
everyday_history,life before air conditioning history,0DPVzYyD7dA,UCnGDnx7X2P9nhQft8LZJShA,Hidden Amish Life Hacks,How The American Cooled Their Homes Before Air Conditioning?,288,3 months ago,90,905,https://www.youtube.com/watch?v=0DPVzYyD7dA
everyday_history,life before air conditioning history,DRmSn6g6Wnw,UC94DSCAVv_h66L1lko9lFIQ,The Hidden Timeline,Life Before Air Conditioning Was Brutal | History documentary,94,1 month ago,30,465,https://www.youtube.com/watch?v=DRmSn6g6Wnw
everyday_history,life before air conditioning history,AUnCjYKciGs,UC-vsuhgTuByGm3O512QR7_A,America Revisited,10 Ways People Stayed Cool in the Heat Before Air Conditioning | America Revisited,35,11 months ago,330,187,https://www.youtube.com/watch?v=AUnCjYKciGs
everyday_history,life before air conditioning history,WPlHwtsdrcY,UC-YA0gIwZRGhXlDBv5V62vQ,Tiny Medieval Life ,Life Before AC: Surviving 100°F in the Middle Ages,1,6 days ago,6,61,https://www.youtube.com/watch?v=WPlHwtsdrcY
everyday_history,life before air conditioning history,5oPnMWrNJ9s,UClyHdj_YkedLOJ6bGI7AU0g,The Snoozetorian,The Brutal Reality of Summer Before Air Conditioning Existed | Boring History for Sleep,3569,2 months ago,60,8456,https://www.youtube.com/watch?v=5oPnMWrNJ9s
everyday_history,life before air conditioning history,3fkN3BIWlxY,UCOtSr4zBpzuo9IHpp8wSYmQ,Origin Of Things,Life Before Air Conditioning : How Humans Stayed Cool,234,2 months ago,60,615,https://www.youtube.com/watch?v=3fkN3BIWlxY
everyday_history,life before air conditioning history,1QkhRMyy5oA,UCuGCz6k5XGQocjJ1Z5-bzGQ,Not Obvious History,Life Before Air Conditioners Was Brutal… Here's Why,81,1 month ago,30,871,https://www.youtube.com/watch?v=1QkhRMyy5oA
everyday_history,life before air conditioning history,UzHvXZdlEi8,UCMmrv7VzsNQj1rSui9GiE9A,Bhojpuri TuneNest,How did people stay cooling before electricity,19,5 days ago,5,294,https://www.youtube.com/watch?v=UzHvXZdlEi8
everyday_history,life before air conditioning history,Mfdr0-BM-Qs,UCFN1AIQ-s4c0CaTbip4A2lA,Before The First,How People Lived Before Air Conditioning,0,8 days ago,8,471,https://www.youtube.com/watch?v=Mfdr0-BM-Qs
everyday_history,life before air conditioning history,OCNGCf-Hsbs,UCilAD1Uv72FRPZvVJaCHhqQ,The USA Rewind,10 Genius Ways People Stayed Cool Before Air Conditioning | USA Rewind,26,9 months ago,270,246,https://www.youtube.com/watch?v=OCNGCf-Hsbs
everyday_history,life before air conditioning history,uXJwkwF1dak,UCgmJJ4M5zPGiadi5mz7Ay2w,Rewind Historian,How People Stayed Cool Before Air Conditioning,223,11 months ago,330,543,https://www.youtube.com/watch?v=uXJwkwF1dak
everyday_history,life before air conditioning history,Q4QlHNXRXRs,UCXM9TVR3H496OpUm5DeNIew,Made Before You ,"Before Air Conditioning Existed, Life Looked Like This",1,1 month ago,30,389,https://www.youtube.com/watch?v=Q4QlHNXRXRs
everyday_history,life before air conditioning history,EBAYCBh0Y_4,UCxufTGOB7gRfDbia5nKKvCQ,The Fine Print,13 Ways People Stayed Cool In The Heat BEFORE Air Conditioning,0,3 hours ago,0,1247,https://www.youtube.com/watch?v=EBAYCBh0Y_4
everyday_history,life before air conditioning history,UP2WpuyBbiU,UC5UaJxBfzjdlV0A8da93mOA,The Forgotten Life,"Before Air Conditioning, Summer Was a Fight for Survival🧊",37,1 month ago,30,560,https://www.youtube.com/watch?v=UP2WpuyBbiU
everyday_history,life before air conditioning history,BuoWUXQO-pI,UCICLzl5LC8DIGS1vNQqwlGA,Flashback USA,How People Stayed COOL Before Air Conditioning (Not What You Think),292,9 months ago,270,1175,https://www.youtube.com/watch?v=BuoWUXQO-pI
everyday_history,life before air conditioning history,ULYjuyRxPno,UCdSIqNd1BYSSTz1EYZCzNTQ,Before AD,Life before air conditioning,5,2 months ago,60,440,https://www.youtube.com/watch?v=ULYjuyRxPno
everyday_history,grocery store 1800s America history,hCYKp8Cbu_g,UCQkjwE2UgbpBr5C3PfzN4Fg,Sleepy Time History,A Day in the Life of a Frontier General Store Owner | 1800s American History Bedtime Story,186,10 months ago,300,3623,https://www.youtube.com/watch?v=hCYKp8Cbu_g
everyday_history,grocery store 1800s America history,eLukYNNnR9I,UCuJBQl-_LZcFepZ_SFyhXbA,Back to Yesterday,What Made 50s and 60s Grocery Shopping Unforgettable?,184397,11 months ago,330,3598,https://www.youtube.com/watch?v=eLukYNNnR9I
everyday_history,grocery store 1800s America history,9jQb8A0H_Ik,UCozU0lRnQ5FtCcSFZuVn-2g,Inside 19th-Century America,What Americans Ate Before Supermarkets Existed in the 1800s,535,3 weeks ago,21,1873,https://www.youtube.com/watch?v=9jQb8A0H_Ik
everyday_history,grocery store 1800s America history,cVTud-ZH45c,UCuJxFxVuj4s_MmupOMmDqCQ,Weirdward Bound,"Before Supermarkets, Brown Eggs Were a Sign of Poverty",40761,2 months ago,60,1727,https://www.youtube.com/watch?v=cVTud-ZH45c
everyday_history,grocery store 1800s America history,ZVbevOajDTg,UCWCn12bz1H9SZM1NF13mLdg,Forgotten Texas,Why the Confederate Army Guarded a San Antonio Grocery Store,20,4 weeks ago,28,120,https://www.youtube.com/watch?v=ZVbevOajDTg
everyday_history,grocery store 1800s America history,28Vbyiy2-jY,UCiPgn8qw264OEW37NoD_PvA,Forgotten American Bites,20 Survival Foods That Kept 1800s American Families Alive,27,3 months ago,90,314,https://www.youtube.com/watch?v=28Vbyiy2-jY
everyday_history,grocery store 1800s America history,xPylRexHJxQ,UCkBS_xU1WQ7FVsDoQ_OPeDg,CBS Chicago,Meet the Black woman who owns the only grocery store in the Austin neighbohood,213936,6 months ago,180,239,https://www.youtube.com/watch?v=xPylRexHJxQ
everyday_history,grocery store 1800s America history,pOdbkLaUmns,UCgQLS6G8CGoG2TMT80y5HFQ,Old World Lens,What Oklahoma Looked Like in the 1800s — Rare Photos Revealed,1864,10 months ago,300,1143,https://www.youtube.com/watch?v=pOdbkLaUmns
everyday_history,grocery store 1800s America history,dqrRPKGGtTw,UChnIpd1Yj_8eaJ2IRAH-Fpw,The America We Remember,25 AMAZING Foods Served at Colonial Taverns in the 1700s,159398,11 months ago,330,2413,https://www.youtube.com/watch?v=dqrRPKGGtTw
everyday_history,grocery store 1800s America history,8szsvOCTPpk,UC9fZBEfX5EfXMAfOhTPzaVA,Boring History,How Did Farm Families Survive Months of Freezing Cold in 1800s America,2721,6 months ago,180,10748,https://www.youtube.com/watch?v=8szsvOCTPpk
everyday_history,grocery store 1800s America history,CNsVm_4gLEI,UCutBN6-IOK6bCaOdZbiHzfg,Farmers Archives with Nate,"How Did America Kill 17,000 of Its Own Apple Varieties",391,5 months ago,150,614,https://www.youtube.com/watch?v=CNsVm_4gLEI
everyday_history,grocery store 1800s America history,eyUGzNHgRPg,UCuJBQl-_LZcFepZ_SFyhXbA,Back to Yesterday,Sears: The Complete Rise and Fall of an American Retail Giant,8717,9 months ago,270,3738,https://www.youtube.com/watch?v=eyUGzNHgRPg
everyday_history,grocery store 1800s America history,x79QmRvDe54,UCxr2d4As312LulcajAkKJYw,Townsends,The History Of Butter In America,364130,11 months ago,330,931,https://www.youtube.com/watch?v=x79QmRvDe54
everyday_history,grocery store 1800s America history,cs4oee8p3Ek,UCmCq3hgDccfzBUO7bX76uCQ,Mythos Minder,Pioneer Families Did This Every Single Day (No Electricity),6,1 month ago,30,354,https://www.youtube.com/watch?v=cs4oee8p3Ek
everyday_history,grocery store 1800s America history,MqZttaiU0UU,UCtKLvGbzqAluwUW3Ez_zeQA,Boring History Secrets ,How Did Frontier Families Sleep Through the Coldest Nights Without Freezing | Relaxing History,181980,10 months ago,300,11825,https://www.youtube.com/watch?v=MqZttaiU0UU
everyday_history,grocery store 1800s America history,nKptemApfQw,UCufKueyz0cy82oNjZ612znQ,Americana Rewind,10 Foods People Ate in the 1800s,257,10 months ago,300,461,https://www.youtube.com/watch?v=nKptemApfQw
everyday_history,grocery store 1800s America history,juw4ntr4DiM,UC9fZBEfX5EfXMAfOhTPzaVA,Boring History,How Did Americans REALLY Survive Winter in 1800s Without Heating | Relaxing History to Fall Asleep,5294,7 months ago,210,9256,https://www.youtube.com/watch?v=juw4ntr4DiM
everyday_history,grocery store 1800s America history,ZhQk45Ra_Sw,UCDPnPGxw18XFq8uiJUYiO6w,Tartaria Vault,Why They Erased Every Unlimited Food Forest On Earth,624291,1 month ago,30,2028,https://www.youtube.com/watch?v=ZhQk45Ra_Sw
everyday_history,grocery store 1800s America history,rloNUv-ojJQ,UCIg6MSRJiW79jZNqTBeASfw,Old table Stories,The Bread That Survived the Oregon Trail | 1800s Pioneer Survival Food Mystery,46,5 months ago,150,1822,https://www.youtube.com/watch?v=rloNUv-ojJQ
everyday_history,laundry before washing machines history,Ei5xl2zqgTU,UCbCRQJ5yTuuisl6HC3FUzUQ,QE History,"$11 to $3,399: The SHOCKING Price History of Washing Machines,",5,2 weeks ago,14,241,https://www.youtube.com/watch?v=Ei5xl2zqgTU
everyday_history,laundry before washing machines history,6-Txf398aao,UCf-HbFX5I3PHro60zk-AnZg,Earth Docuvo,What's Next for Washing Machines? (You Won't Believe It),185,13 days ago,13,331,https://www.youtube.com/watch?v=6-Txf398aao
everyday_history,laundry before washing machines history,IgNcnwKQ19w,UCwjI_IWt2AWVyBrQkGlrc8g,PastMorph,The Evolution of Washing Clothes | 8000 Years,663659,4 months ago,120,331,https://www.youtube.com/watch?v=IgNcnwKQ19w
everyday_history,laundry before washing machines history,Fz_q5u2GiqQ,UCZeDHmCteaN2l24ud4qcpeg,THE BRAND'S HUB,The History of Washing Machines | Evolution of Washing Machines1907-2026 | Hand Wash to AI Washing?,191,3 weeks ago,21,344,https://www.youtube.com/watch?v=Fz_q5u2GiqQ
everyday_history,laundry before washing machines history,mnm54coCgEg,UCCNcHj6vkay2PQuEN8cia_Q,History Before Sleep,🧺🕯️👕 The Hidden History of Laundry and Clothing Care Before Machines 😴 | History for Sleep,4078,2 months ago,60,11596,https://www.youtube.com/watch?v=mnm54coCgEg
everyday_history,laundry before washing machines history,OzfCh0wdC3Y,UCoroWh7mQZ2MGTQH3VgY2JQ,The Washer Doctor,Which Washing Machine Lasts the Longest? U.S. Repair Technicians Reveal the Truth,368,8 months ago,240,1379,https://www.youtube.com/watch?v=OzfCh0wdC3Y
everyday_history,laundry before washing machines history,sUEnYBmOUQQ,UCNe0LHYmjfXc6q-e9BoJLlg,Boring Nights,Boring History For Sleep | Why Laundry Took All Day Before Washing Machines,32,3 months ago,90,2728,https://www.youtube.com/watch?v=sUEnYBmOUQQ
everyday_history,laundry before washing machines history,7IfS1fN7Z_o,UCUDQHJMDNXlPXs6vYDg4ExQ,World Compact 500.K,Washing Machine Evolution | Every Generation Compared,27,1 month ago,30,293,https://www.youtube.com/watch?v=7IfS1fN7Z_o
everyday_history,laundry before washing machines history,XBLHgEYqI8Y,UCJ416DZ18eUxUWPqVvkP5rg,The Parts That Made Us,"Before Washing Machines, Laundry Took 8 Hours — And Killed Women",197,3 months ago,90,1086,https://www.youtube.com/watch?v=XBLHgEYqI8Y
everyday_history,laundry before washing machines history,OlitBqweRlg,UCusQuS97UGUHusIPuEIuCtw,Domestic Revolutions,The history of washing machines — the device that gave time back to the home,1822,1 month ago,30,1932,https://www.youtube.com/watch?v=OlitBqweRlg
everyday_history,laundry before washing machines history,YhtXKRNCxmQ,UCf-HbFX5I3PHro60zk-AnZg,Earth Docuvo,The Complete Evolution of Washing Machines | 1800 AD – 2200 AD,1527,1 month ago,30,348,https://www.youtube.com/watch?v=YhtXKRNCxmQ
everyday_history,laundry before washing machines history,MLG8kIn_S-4,UCDps2bHI7iDEWuI_voOnObQ,WasherBoy12,RARE Ipso HF 65 microprocessor (VFD converted) - synthetics 40C no pre-wash & 90s' primus dry star,1010,4 months ago,120,1999,https://www.youtube.com/watch?v=MLG8kIn_S-4
everyday_history,laundry before washing machines history,ZndG6eAmnOU,UC4K03O5ONM5R6_fxRuAS_jQ,AmeriRise,Washing Machines That Freed American Mondays,283,3 weeks ago,21,163,https://www.youtube.com/watch?v=ZndG6eAmnOU
everyday_history,laundry before washing machines history,91SlaNTzPtQ,UCQJHoc6ncQ3-6JFROw13Zfg,Quality Rot,Why 90% of New Washing Machines Are Garbage (The Factory Secret),952064,6 months ago,180,501,https://www.youtube.com/watch?v=91SlaNTzPtQ
everyday_history,laundry before washing machines history,o5ebifk423I,UCuJxFxVuj4s_MmupOMmDqCQ,Weirdward Bound,What Did Women Do on Laundry Day Before Washing Machines Existed?,18499,2 months ago,60,1551,https://www.youtube.com/watch?v=o5ebifk423I
everyday_history,laundry before washing machines history,8_YOwTOcku0,UCDps2bHI7iDEWuI_voOnObQ,WasherBoy12,Retro miele toy washing machine by theo klein 2000s',8755,11 months ago,330,248,https://www.youtube.com/watch?v=8_YOwTOcku0
everyday_history,laundry before washing machines history,17aXG9LFFRA,UCOtSr4zBpzuo9IHpp8wSYmQ,Origin Of Things,The Surprising Origin of the Washing Machine,197,4 months ago,120,543,https://www.youtube.com/watch?v=17aXG9LFFRA
everyday_history,laundry before washing machines history,8yPkR9FQyuQ,UCWjQawpCUYis6MWUUs8WAcQ,The History of Things,The Evolution of Washing Clothes | 200 Years of Progress,210,4 months ago,120,285,https://www.youtube.com/watch?v=8yPkR9FQyuQ
everyday_history,laundry before washing machines history,3Es2nt0sUYY,UCld9SkH8-y6HrAVZuSFhYvA,Before Modern Life,Before Washing Machines: How Did People Wash Clothes?,19,1 month ago,30,599,https://www.youtube.com/watch?v=3Es2nt0sUYY
everyday_history,covered wagon daily life history documentary,Y_1-3BAIb5s,UCpODODIiPAoMCiwECBPnOWQ,Native Journals,The Hidden HELL of Covered Wagon Travel in the Wild West,207957,5 months ago,150,670,https://www.youtube.com/watch?v=Y_1-3BAIb5s
everyday_history,covered wagon daily life history documentary,S29OUjBCRbs,UCNaNiC9y89KQuRXxeGELjJw,Bedtime sleepy,WHY CROSSING THE ROCKIES IN A COVERED WAGON WAS SO DEADLY | Relaxing History to Fall Asleep,14901,3 months ago,90,9482,https://www.youtube.com/watch?v=S29OUjBCRbs
everyday_history,covered wagon daily life history documentary,lIHlVk5qHCI,UCXkj4Q95PJVlWUW5A_oTb6A,History That Makes You Sleepy,How Pioneer Families Turned a Covered Wagon Into a Winter Home | History for Sleep,25879,3 weeks ago,21,9827,https://www.youtube.com/watch?v=lIHlVk5qHCI
everyday_history,covered wagon daily life history documentary,OHwwjFb_QPI,UCSEa1me9GHItbYsIR9CNwRA,Era Week,What Life Was REALLY Like on the Oregon Trail,2,8 days ago,8,611,https://www.youtube.com/watch?v=OHwwjFb_QPI
everyday_history,covered wagon daily life history documentary,51FxCVyPH90,UCzb8OJuZuCgvwmzTLKJ8mlw,Quiet History Vault,What It Was Like to Travel the Oregon Trail in a Covered Wagon A Journey Many Did Not Finish,7028,4 months ago,120,7229,https://www.youtube.com/watch?v=51FxCVyPH90
everyday_history,covered wagon daily life history documentary,b1-yK-oQSUg,UCXkj4Q95PJVlWUW5A_oTb6A,History That Makes You Sleepy,What Daily Life Was Really Like for a Family of 7 Living Inside a Covered Wagon | Relaxing History,2872,2 weeks ago,14,10025,https://www.youtube.com/watch?v=b1-yK-oQSUg
everyday_history,covered wagon daily life history documentary,EUHK6BC8ka4,UCOYlOWMM4RO-kKQr-0N9m4w,Golden Hour America,10 Brutal Facts About Traveling the Old West to California in a Covered Wagon,440,5 months ago,150,1082,https://www.youtube.com/watch?v=EUHK6BC8ka4
everyday_history,covered wagon daily life history documentary,A-1CnVN8lcU,UCKLrvu3Wil8zHeclvVYLDGA,Mr Memory Lane,Why Covered Wagons Had No Room for the Families Who Owned Them,86,2 weeks ago,14,1489,https://www.youtube.com/watch?v=A-1CnVN8lcU
everyday_history,covered wagon daily life history documentary,clD_xXn_45Q,UCzb8OJuZuCgvwmzTLKJ8mlw,Quiet History Vault,What Life Was Really Like Inside Freezing Covered Wagons Crossing America | Relaxing History,610,3 months ago,90,10521,https://www.youtube.com/watch?v=clD_xXn_45Q
everyday_history,covered wagon daily life history documentary,He-xjBN-_WA,UC8Ej-h0PXxOUGIIT5d8Yf7Q,Sleepy Story,What It Was Really Like to Sleep in a Covered Wagon During 1800s Blizzards | History  for Sleep,400,7 months ago,210,6784,https://www.youtube.com/watch?v=He-xjBN-_WA
everyday_history,covered wagon daily life history documentary,80FZ9UrFEno,UCXkj4Q95PJVlWUW5A_oTb6A,History That Makes You Sleepy,What It Was Really Like Living Inside a Covered Wagon for 180 Days | Relaxing History,2907,1 month ago,30,13114,https://www.youtube.com/watch?v=80FZ9UrFEno
everyday_history,covered wagon daily life history documentary,NhRAwLHa8ZE,UCXkj4Q95PJVlWUW5A_oTb6A,History That Makes You Sleepy,How One Tiny Covered Wagon Became Home for 6 Pioneer Family Members | History for Sleep,2899,2 weeks ago,14,9633,https://www.youtube.com/watch?v=NhRAwLHa8ZE
everyday_history,covered wagon daily life history documentary,vTCx4yATZu8,UCQZmRPSdz04MG1e-IF46oSQ,Classic Old Western Tales,Oregon Trail Nights: The Silent Watches That Kept Wagon Trains Alive,1629,9 months ago,270,1233,https://www.youtube.com/watch?v=vTCx4yATZu8
everyday_history,covered wagon daily life history documentary,wrm5t6nfF-w,UC_Stk67cQosNhBRFQjbG9Dg,Moonlit Sleep Stories ,Boring History For Sleep | The Miserable Reality of Crossing America by Covered Wagon,166,1 month ago,30,5401,https://www.youtube.com/watch?v=wrm5t6nfF-w
everyday_history,covered wagon daily life history documentary,wma7UXF6yOg,UCXkj4Q95PJVlWUW5A_oTb6A,History That Makes You Sleepy,What It Was Really Like Raising a Family Inside a Covered Wagon All Winter | Relaxing History,1961,3 weeks ago,21,9787,https://www.youtube.com/watch?v=wma7UXF6yOg
everyday_history,covered wagon daily life history documentary,QP-ngdz4kV0,UCQ56lStPjYYg5VLCYW2IvAA,Cozy Sleep Tales,Boring History For Sleep | How Pioneers Survived the Brutal Winter (And More),861,2 weeks ago,14,9336,https://www.youtube.com/watch?v=QP-ngdz4kV0
everyday_history,covered wagon daily life history documentary,BjzvW3B9XZs,UCzb8OJuZuCgvwmzTLKJ8mlw,Quiet History Vault,What Life Was REALLY Like on the Oregon Trail in the 1800s Walking Daily,2915,4 months ago,120,11859,https://www.youtube.com/watch?v=BjzvW3B9XZs
everyday_history,covered wagon daily life history documentary,9hqG2OgAIMw,UCvKQJAY8-FXC2g0TycIea9w,Gentle History for Deep Sleep,How Pioneer Families Kept Warm in Frozen Wagons on the Oregon Trail,4033,3 weeks ago,21,10081,https://www.youtube.com/watch?v=9hqG2OgAIMw
