query_group,query,video_id,channel_id,channel_name,title,views,published_text,age_days,duration_seconds,url
everyday_history,covered wagon daily life history documentary,snNQBUrPfhQ,UCvKQJAY8-FXC2g0TycIea9w,Gentle History for Deep Sleep,How Oregon Trail Families Survived Inside Wagons Trapped by Snow |  3 Hours of Relaxing History,1048,4 weeks ago,28,11157,https://www.youtube.com/watch?v=snNQBUrPfhQ
everyday_history,factory worker daily life 1900 documentary,dV5UhnMR-Gw,UCZG3UwmNLfvSabtnQ8VgTwA,HypeTrace,A Factory Worker's Day in 1900 America,59,12 days ago,12,361,https://www.youtube.com/watch?v=dV5UhnMR-Gw
everyday_history,factory worker daily life 1900 documentary,gJRuzjV-5kw,UCKQRKgXjPRX6EdfqP0pWRxA,The Sleepy Pantry,Inside the Lunch Pails of America’s 1900s Factory Workers | Relaxing Food History,74,3 weeks ago,21,2901,https://www.youtube.com/watch?v=gJRuzjV-5kw
everyday_history,factory worker daily life 1900 documentary,YhNOEuVSiNs,UC8XvZVaCiTV0u4WYiug7NhA,Ancient Industry,"Life 1,900 Years Ago | How Cleopatra’s Royal Honey Bread Was Made Inside the Pyramid 🍯🍞🏺",9326,7 months ago,210,555,https://www.youtube.com/watch?v=YhNOEuVSiNs
everyday_history,factory worker daily life 1900 documentary,_BapzVanHcg,UCzHCSa91r-zd3vO4_7XQgkA,Retro Stories,Hidden Rare Photos of Workers Who Built the Modern World — What We Never Saw (1900s–1950s),0,1 day ago,1,929,https://www.youtube.com/watch?v=_BapzVanHcg
everyday_history,factory worker daily life 1900 documentary,niQeM32CZXU,UCBA9NrHEVZnjySvTTbXsxjw,Secret Era,You Wake Up in New York City in 1900 — Could You Survive One Day?,16,5 days ago,5,458,https://www.youtube.com/watch?v=niQeM32CZXU
everyday_history,factory worker daily life 1900 documentary,Engdui-EaZA,UCCIjlePOUqMSQICsyGiNj0g,Echoes of History,Child Labor Was Normal — Life in the 1800s,53,4 months ago,120,1023,https://www.youtube.com/watch?v=Engdui-EaZA
everyday_history,factory worker daily life 1900 documentary,APrPKy2CPfQ,UC8JafBwzRAV6EXHltCHvKlg,LullingLore,"The Boring Daily Life Of A Dynamite Factory Worker (1895, California)",14,7 months ago,210,8084,https://www.youtube.com/watch?v=APrPKy2CPfQ
everyday_history,factory worker daily life 1900 documentary,YIufu53aJpI,UCTTqBgYdkmFogITlPDM0M4A,DroneScapes,Rare 1910s Footage: How Everyday Americans Lived and Worked | Restored Archival Film,1506485,Streamed 2 months ago,60,2397,https://www.youtube.com/watch?v=YIufu53aJpI
everyday_history,factory worker daily life 1900 documentary,Mcyr98Lq8r4,UC0HDr31i5od9UA78w2tC0ag,German Naval History ,Inside a 1900s Steel Factory — You Wouldn’t Last a Day,150,5 months ago,150,768,https://www.youtube.com/watch?v=Mcyr98Lq8r4
everyday_history,factory worker daily life 1900 documentary,BMcw2KReAvc,UC2-cQAW7H-eBkfFVOAi-wZA,Hard Lives in History,Behind the Mill Gates: The Hidden Life of 1800s Lowell Boardinghouse Girls,537,2 months ago,60,3624,https://www.youtube.com/watch?v=BMcw2KReAvc
everyday_history,factory worker daily life 1900 documentary,xJS_U9ErmDM,UCo8ZMZKVcMFSnkDnU-E9-oA,Dictorine of History,A Time in England: 1700s–1900s | Inside the Industrial Revolution,47,6 months ago,180,1395,https://www.youtube.com/watch?v=xJS_U9ErmDM
everyday_history,factory worker daily life 1900 documentary,sZsAnmDH7xY,UC9HMn4M1aIo0S2nwL5q2gKw, The Untold Secret,The True Diet of 1900s Factory Workers — What People Really Ate to Survive,132,1 month ago,30,1140,https://www.youtube.com/watch?v=sZsAnmDH7xY
everyday_history,factory worker daily life 1900 documentary,R8OmJiYwY6I,UC7KItIAhUn1K1uXDGvM3TKg,Tim - Reborn History ,The Industrial Revolution in the 1700s,919438,7 months ago,210,1367,https://www.youtube.com/watch?v=R8OmJiYwY6I
everyday_history,factory worker daily life 1900 documentary,ZW6LRkMHFQk,UC8XvZVaCiTV0u4WYiug7NhA,Ancient Industry,"Life 1,900 Years Ago | Inside the Ancient Pyramid Where Servants Crafted Royal Gold Vessels 🏺👑",4442,6 months ago,180,529,https://www.youtube.com/watch?v=ZW6LRkMHFQk
everyday_history,factory worker daily life 1900 documentary,fx3agcJGXsY,UCL--EMC85ATyveWj4xgeg7w,Past in motion,England in the 1700s–1900s: The Industrial Revolution That Changed the World,24,6 months ago,180,1301,https://www.youtube.com/watch?v=fx3agcJGXsY
everyday_history,factory worker daily life 1900 documentary,MzU1vnl8ZOo,UC6QO0w0Gb2W_pigOtl-rBQQ,Echoes of Empire,"A Time in England, 1700s–1900s The Industrial Revolution – Full AI Reconstruction",1526,5 months ago,150,2589,https://www.youtube.com/watch?v=MzU1vnl8ZOo
everyday_history,factory worker daily life 1900 documentary,Y_1tDNWcKfs,UChTCCcc6FZwMDItD1zlWYMA,Pics of Past,50 Powerful Photos That Freeze Everyday Life From a Century Ago,31,8 months ago,240,784,https://www.youtube.com/watch?v=Y_1tDNWcKfs
everyday_history,factory worker daily life 1900 documentary,IEoyZ_fc7po,UCFU0fJOB4cXWeqG1pwhcg4g,Back in Time,A Day in 1920s America: How Ordinary Families Really Lived 100 Years Ago,89386,8 months ago,240,812,https://www.youtube.com/watch?v=IEoyZ_fc7po
everyday_history,factory worker daily life 1900 documentary,tapAaWwqeNA,UCrn9xT3t9p9LSqVLbTn6kAQ,Mr.7x History,A Tour of  London in 1900's (AI Reconstruction) | Explore History of 1900's London | 4K Documentary,221,5 months ago,150,690,https://www.youtube.com/watch?v=tapAaWwqeNA
everyday_history,New York subway workers history documentary,BKOKttL8BnU,UCLrFojZKAOt4swlwqBymSyg,Architecture Genie,The Forgotten Sand Hogs Who Built NYC Subway,2076,6 months ago,180,1837,https://www.youtube.com/watch?v=BKOKttL8BnU
everyday_history,New York subway workers history documentary,Gwnsl7LDtl8,UCeaJ37P2B1QUGgsI0RyFugw,Thomas Relives History,The Entire History of New York City in 17 Minutes,7606,13 days ago,13,1031,https://www.youtube.com/watch?v=Gwnsl7LDtl8
everyday_history,New York subway workers history documentary,HxL3CSYbnto,UCVF60kVeMmrSrbmgZoALkQw,The Transit Diaries,The NYC subway and 9/11. What really happened?,90735,10 months ago,300,744,https://www.youtube.com/watch?v=HxL3CSYbnto
everyday_history,New York subway workers history documentary,sDfsPG4_Gu4,UC5amYbyhJiUoIaHur66sMsg,NYC Nostalgia,The Brutal Birth of the New York Subway,737,3 months ago,90,715,https://www.youtube.com/watch?v=sDfsPG4_Gu4
everyday_history,New York subway workers history documentary,8ubNgOSuP0Y,UCoYBLWxv-eSqzFQbROA3psg,Details of the Story,NYC's First Subway 1900: Engineering Feat or Worker's Nightmare?,86,4 months ago,120,992,https://www.youtube.com/watch?v=8ubNgOSuP0Y
everyday_history,New York subway workers history documentary,1RQaM5AD7uw,UCsVvSaJW9op6omNBWVuhTiA,New York City Uncovered,How Subways Were Built Without Modern Tech | The Shocking History of NYC’s First Underground Tunnels,41,5 months ago,150,216,https://www.youtube.com/watch?v=1RQaM5AD7uw
everyday_history,New York subway workers history documentary,yKtAVMZCdck,UClgo8akZOVpzeKm1o2oaurQ,Forgotten Labor,How the Men Who Built the New York City Subway Drilled Through Manhattan Bedrock Without Maps,79724,3 months ago,90,1664,https://www.youtube.com/watch?v=yKtAVMZCdck
everyday_history,New York subway workers history documentary,bme1-eKIqms,UC26eZa25HKTy9uYHXf6wRlA,Century Block,How America Almost Killed New York Building the Subway,97,12 days ago,12,2549,https://www.youtube.com/watch?v=bme1-eKIqms
everyday_history,New York subway workers history documentary,bGOqTIdbDnM,UCxenJ3JdINMVF3zG9EXtThg,Untold New York,New York 1970s | The Worst Decade,135235,9 months ago,270,577,https://www.youtube.com/watch?v=bGOqTIdbDnM
everyday_history,New York subway workers history documentary,PTvEeYC87_I,UCKsRhWUJYDbCsNng1yEoGig,Huntieport,The History of the Construction of Asia's FIRST Subway Line (A Mini Documentary),153,4 months ago,120,789,https://www.youtube.com/watch?v=PTvEeYC87_I
everyday_history,New York subway workers history documentary,d7QC01SAu1Y,UCp4wHZCrDhITkiUILOd4gRw,Documentary Central,The Big Reason New York Will Never Win the War On Rats | NYC Revealed | Documentary Central,1430473,10 months ago,300,1413,https://www.youtube.com/watch?v=d7QC01SAu1Y
everyday_history,New York subway workers history documentary,KQoCtiVOeVw,UChy4tLwBAFWhKebIspD9VkQ,Project beta,How New York Built the World's Most Incredible Subway System,14,1 month ago,30,120,https://www.youtube.com/watch?v=KQoCtiVOeVw
everyday_history,New York subway workers history documentary,dpjs8a8B8Qk,UCwe83TityghdeKjX8Sa2sqg,Lotu,What Was Inside the Twin Towers?,638871,6 months ago,180,1265,https://www.youtube.com/watch?v=dpjs8a8B8Qk
everyday_history,New York subway workers history documentary,Ywz7hFaXnl8,UCvOaNIya6EPc6yieQymjPHQ,Dream City,How Much Did Everything Cost in NYC in 1960? You Won't Believe It!,6948,9 months ago,270,543,https://www.youtube.com/watch?v=Ywz7hFaXnl8
everyday_history,New York subway workers history documentary,BGOMhkgivcE,UCy-9Gu5JmkV9kd7fBiZa_Yg,Nautiq,The Insane Dangers Behind the Forgotten 1900s Sandhog Tunnel Workers,145,7 months ago,210,989,https://www.youtube.com/watch?v=BGOMhkgivcE
everyday_history,New York subway workers history documentary,fA7dhd95Ih0,UChOJePYqvnY3E706MqwWmig,Forgotten America With Michael,Why 1970s New York Felt So Different From Today,2471,1 month ago,30,1438,https://www.youtube.com/watch?v=fA7dhd95Ih0
everyday_history,New York subway workers history documentary,xYxtEXzjek0,UCvpGP--LDulovYXg6a7LtfQ,Dollar Archives,The Illegal Subway Built Under NYC While Everyone Slept (1870 True Story),24,4 months ago,120,769,https://www.youtube.com/watch?v=xYxtEXzjek0
everyday_history,New York subway workers history documentary,_o7bSBUj4S4,UCP_8_DScsTDT0ujGHUXzvfA,Shadow Archive Docu,New York's Underground Hides a Terrifying History! 😱 | The Untold Story of the NYC Subway,15,1 month ago,30,629,https://www.youtube.com/watch?v=_o7bSBUj4S4
everyday_history,New York subway workers history documentary,FsRNIrsJUzM,UCRRRqR9ep9NZvccuMVZXvlw,Hidden Foundations,Beneath Manhattan: The Graveyard Nobody Remembers | Hidden America,10,9 months ago,270,1199,https://www.youtube.com/watch?v=FsRNIrsJUzM
everyday_history,New York subway workers history documentary,LlyPvlWVAng,UC-WT_x7Tpo-C1_XNJFik4ag,Dead Signal,The Forgotten Tunnels Beneath Manhattan,69105,3 weeks ago,21,646,https://www.youtube.com/watch?v=LlyPvlWVAng
everyday_history,firefighters before fire hydrants history,UzsjY5XHa1Y,UC8nSbNeL4WrXc9Y7ZciRewQ,The Groundwork,"History of The Fire Hydrant - Before This, Cities Burned and Nobody Could Stop It",61,1 month ago,30,1186,https://www.youtube.com/watch?v=UzsjY5XHa1Y
everyday_history,firefighters before fire hydrants history,GX2kez59Wec,UCHbQhoiP-819_MmVTohgcQQ,Simple Things - Surprising Histories,Why Fire Hydrants Come in Different Colors,4905,1 month ago,30,258,https://www.youtube.com/watch?v=GX2kez59Wec
everyday_history,firefighters before fire hydrants history,n3IdoUDKm5M,UCIFASD8fCiNHLLBHhRrStAg,Titan Culture News,The History of Firefighting,191,11 months ago,330,372,https://www.youtube.com/watch?v=n3IdoUDKm5M
everyday_history,firefighters before fire hydrants history,elaCBeH8rfo,UC95ANqPeSKRNEH1CaCOs2ew,History of Simple Things,Why Are Fire Hydrants Made of Cast Iron Instead of Steel?,7885,3 weeks ago,21,498,https://www.youtube.com/watch?v=elaCBeH8rfo
everyday_history,firefighters before fire hydrants history,eLo_J5Dxcb8,UCN20mN0lyVrlsGagsmx6clw,techarchive,The Surprising Invention of Fire Hydrants: From Wooden Logs to Modern Safety,3,3 days ago,3,1534,https://www.youtube.com/watch?v=eLo_J5Dxcb8
everyday_history,firefighters before fire hydrants history,ayeJHoB0Y_M,UC95ANqPeSKRNEH1CaCOs2ew,History of Simple Things,What Fire Hydrant Colors Really Mean (And Why Firefighters Depend on Them),85590,2 months ago,60,538,https://www.youtube.com/watch?v=ayeJHoB0Y_M
everyday_history,firefighters before fire hydrants history,WkY1J91V6tI,UC5RsRt6QEnaweYZ8duMzHfg,Fig Untold,The Fire That Proved Every Hydrant Had to Match,11,2 weeks ago,14,490,https://www.youtube.com/watch?v=WkY1J91V6tI
everyday_history,firefighters before fire hydrants history,B518qFwx3Tk,UCS70zZaaSfLc_xpJybVxbfQ,Story Behind The Things,Why Are Fire Hydrants Different Colors? The Hidden Code That Can Save Lives,18,4 weeks ago,28,467,https://www.youtube.com/watch?v=B518qFwx3Tk
everyday_history,firefighters before fire hydrants history,NTPy9M-gIJ4,UC6lH-eO0a9NTzv3huYV3h1Q,Built By Bots,The Man Who Invented the Fire Hydrant Lost Everything to a Fire — Built by Bots History #17,1,8 days ago,8,213,https://www.youtube.com/watch?v=NTPy9M-gIJ4
everyday_history,firefighters before fire hydrants history,MXe1a0FQYto,UC4o43XDywiobc15lxdGdnzw,Can You Guess Why,Why Fire Hydrants Have Different Colors? The Hidden Code That Saves American Lives.,1,22 hours ago,0,391,https://www.youtube.com/watch?v=MXe1a0FQYto
everyday_history,firefighters before fire hydrants history,RjHexBClgAY,UC3K_TvFgRb5LbfRazWcnlxA,Unknown Behind Known Things,What Fire Hydrant Colors Really Mean (And Why Firefighters Depend on Them),8,2 months ago,60,408,https://www.youtube.com/watch?v=RjHexBClgAY
everyday_history,firefighters before fire hydrants history,yx1MO6n9kxk,UCy73syXVgeCo4WLu8GktqQg,Time Morphix,Evolution of Fire Fighter Systems | 2000 Year's,122,1 month ago,30,181,https://www.youtube.com/watch?v=yx1MO6n9kxk
everyday_history,firefighters before fire hydrants history,QCs5-Ughsdo,UChpZ635-BF1VKP4_tON5Wow,SocialFD,"🚒 Why Hydrants Have ""Steamer Caps"" – Forgotten Firefighting History",7,11 months ago,330,214,https://www.youtube.com/watch?v=QCs5-Ughsdo
everyday_history,firefighters before fire hydrants history,yqeeCuATQAQ,UCkDlRxnd0orSbegsIac62PA,Nola Tour Guy,The World's Oldest Fire Hydrant,221,1 month ago,30,135,https://www.youtube.com/watch?v=yqeeCuATQAQ
everyday_history,firefighters before fire hydrants history,AU_8F_qCguw,UCCUf0QzGTP1WBBIwjoNksug,Common Things - Surprising History,Why Fire Hydrants Come in Different Colors(The secret code),8,1 month ago,30,269,https://www.youtube.com/watch?v=AU_8F_qCguw
everyday_history,firefighters before fire hydrants history,F2XCqK1h-fY,UChpZ635-BF1VKP4_tON5Wow,SocialFD,💧 Why Fire Hydrants Are Still Called “Fire Plugs”,18,11 months ago,330,224,https://www.youtube.com/watch?v=F2XCqK1h-fY
everyday_history,firefighters before fire hydrants history,9xiYOlRJgtg,UCI_b2p8lPjHdL7XRiWR2Ctw,Decoding Everyday,Why Fire Hydrants Are Painted in Different Colors,74,3 months ago,90,269,https://www.youtube.com/watch?v=9xiYOlRJgtg
everyday_history,firefighters before fire hydrants history,rwXvk5gchlY,UC9Udyat_7Hra6N_f5BvPrmA,"Small Things, Big Reasons",The Real Reason Fire Hydrants Are Different Colors,56,5 months ago,150,169,https://www.youtube.com/watch?v=rwXvk5gchlY
everyday_history,firefighters before fire hydrants history,NLogFlaugDo,UCMuuUie8Cpdn3dDTc3YSpSg,Simple Things-WWH,The Real Reason Fire Hydrants Are Painted Different Colors,1478,2 months ago,60,489,https://www.youtube.com/watch?v=NLogFlaugDo
everyday_history,firefighters before fire hydrants history,N5edsW6ModE,UCVTq4k4hGt4UT4xKoErDeUw,Museum of Fire,Hydrants at the Ready: How Water Shaped the Fire Brigade,59,11 months ago,330,920,https://www.youtube.com/watch?v=N5edsW6ModE
everyday_history,wartime rationing daily life documentary,cfcKbgr1pOI,UCcUEjyUhd-s3Dj0TS0Ekjow,Sleepy History with Oliver,What It Felt Like to Cook in World War II | History for Sleep,106176,4 months ago,120,11543,https://www.youtube.com/watch?v=cfcKbgr1pOI
everyday_history,wartime rationing daily life documentary,KB9AjTr7ZmA,UCyAziLBwBdL-0YznhULc8Hg,After the Sirens,9 Forgotten WWII Farming Tricks That Kept Families Alive Without Stores,270,8 months ago,240,564,https://www.youtube.com/watch?v=KB9AjTr7ZmA
everyday_history,wartime rationing daily life documentary,7YBXyKdwr3Y,UC2ZlUMl3oRE1nA7jRHqg93Q,United Kingdom 🇬🇧 7,Wartime Rationing in the UK 🇬🇧 (1940s) | One Egg a Week – How Britain Survived #100k #viral #video,186,8 months ago,240,554,https://www.youtube.com/watch?v=7YBXyKdwr3Y
everyday_history,wartime rationing daily life documentary,hk6Tcw_5WEI,UC3uAjWoLZ4bSi6qI9SjALxA,Imperial War Museums,How WW2 Rationing shaped Britain,741217,5 months ago,150,1197,https://www.youtube.com/watch?v=hk6Tcw_5WEI
everyday_history,wartime rationing daily life documentary,kM9A4k1hYg0,UCc8AK9IMblv8_HBw07vgPRA,The Art of History ,How People Survived WWII on Almost No Food | The Untold Story of Wartime Hunger,10,4 days ago,4,960,https://www.youtube.com/watch?v=kM9A4k1hYg0
everyday_history,wartime rationing daily life documentary,NR_necPnFAE,UCUSQDNI2HdeEgEJUSpaCE-A,WearyWolf Adventures,A Month on WWII Rations: Could I Survive the Home Front Diet? Week 1,57508,9 months ago,270,3725,https://www.youtube.com/watch?v=NR_necPnFAE
everyday_history,wartime rationing daily life documentary,sdmos2_EKN0,UCdszwf0OgVUYXakHAKtOL0A,Obsidian Power,The Strange Foods That Helped Millions Survive World War II #history #darkhistory,1,2 months ago,60,641,https://www.youtube.com/watch?v=sdmos2_EKN0
everyday_history,wartime rationing daily life documentary,m5iBcAXz6iM,UC0kKKoI0C-ptGfe6DsWAWPw,𝐅𝐨𝐫𝐠𝐨𝐭𝐭𝐞𝐧 𝐅𝐨𝐨𝐝𝐰𝐚𝐲𝐬 ,19 Forgotten WWII meals Every Family Remembers,238,3 weeks ago,21,2049,https://www.youtube.com/watch?v=m5iBcAXz6iM
everyday_history,wartime rationing daily life documentary,YzD7reFnS2w,UCdG_1HbwG_KTyTgYCVTDUZA,forgotten suppers,10 Forgotten Japanese Wartime Meals of World War II,80,2 months ago,60,643,https://www.youtube.com/watch?v=YzD7reFnS2w
everyday_history,wartime rationing daily life documentary,VUmv2HIMZT0,UChRuLUdYIV3bSdUjZoc1QvA,The Unseen Front,I Tried the BRITISH WWII Ration Diet for a Week (The Unbelievable Reality) | The Unseen Front,450,10 months ago,300,3301,https://www.youtube.com/watch?v=VUmv2HIMZT0
everyday_history,wartime rationing daily life documentary,pTbCMjKgj6I,UCsS1z-qH0qNaRD-xEO0cQAA,Grandma's Table Stories,What Dinner Looked Like In 1942 (Wartime Meals),9,8 months ago,240,687,https://www.youtube.com/watch?v=pTbCMjKgj6I
everyday_history,wartime rationing daily life documentary,OWji4VpCWP8,UCG6lIzMlY7fqOftXEbsDzUg,"Ordinary Lives, Extraordinary Times",A Store Clerk During World War II Rationing,38,6 months ago,180,1741,https://www.youtube.com/watch?v=OWji4VpCWP8
everyday_history,wartime rationing daily life documentary,BQuWnNvL7UM,UCAWPmAldwbiJ5dVM3SUCbHg,Forgotten Homestead,30 DYING WW2 RATIONING TRICKS EVERY BRITISH FAMILY USED TO SURVIVE,7,2 months ago,60,1175,https://www.youtube.com/watch?v=BQuWnNvL7UM
everyday_history,wartime rationing daily life documentary,TPqLirPzV-I,UCpMBAIod3nHqwjWZ7SgJkLA,Cutie Orbit,19 Illegal Survival Foods Britain Couldn’t Live Without,177,3 months ago,90,800,https://www.youtube.com/watch?v=TPqLirPzV-I
everyday_history,wartime rationing daily life documentary,gZOiu6Sk3T8,UCMkzriwmZ_exaWThkryCRGQ,WWII Undercover,"Life in Wartime American Cities: Blackouts, Air Raids, and Patriotism",22,9 months ago,270,1255,https://www.youtube.com/watch?v=gZOiu6Sk3T8
everyday_history,wartime rationing daily life documentary,S3m5KBAJgAA,UCDlRdULhDO8eQj1sK9TFLIg,Forgotten Battle Files,"""We Never Ate Like This Back Home"" — German POW Women on American Meals",15,2 weeks ago,14,1282,https://www.youtube.com/watch?v=S3m5KBAJgAA
everyday_history,wartime rationing daily life documentary,lsUl5csM6Cs,UCizSZ1qexLdR46dDVV91myA,War-Tested Survival,“The WWII Food Strategy That Kept Millions of Soldiers Alive Forgotten Ration Secrets”,142,5 months ago,150,565,https://www.youtube.com/watch?v=lsUl5csM6Cs
everyday_history,wartime rationing daily life documentary,P6ZRfdo1X3M,UClCxslHHWrzSFTH7d6NT97Q,The Sage's Animated Archives,Life in JAPAN During WW2 Explained in 19 Minutes,8,9 days ago,9,1162,https://www.youtube.com/watch?v=P6ZRfdo1X3M
everyday_history,wartime rationing daily life documentary,qgE2d-dxtZo,UCcUEjyUhd-s3Dj0TS0Ekjow,Sleepy History with Oliver,The Quiet Rituals of a 1940s Housewife | History for Sleep,8894,2 weeks ago,14,10517,https://www.youtube.com/watch?v=qgE2d-dxtZo
everyday_history,Mississippi flood 1927 documentary,ZW_rMFmjqto,UCtQ0AnnHtk-5xtfMuyUOB9Q,Geo Origins,The Great Mississippi Flood of 1927 – America’s Worst Disaster,1626,11 months ago,330,3983,https://www.youtube.com/watch?v=ZW_rMFmjqto
everyday_history,Mississippi flood 1927 documentary,Xzab2dj48xA,UC8DlCROk5ENquUiGL986u1Q,History & Disasters,The Levees Were Holding. They Blew Them Up Anyway.,763,7 months ago,210,1434,https://www.youtube.com/watch?v=Xzab2dj48xA
everyday_history,Mississippi flood 1927 documentary,6r3fRfOEVJk,UC1jjnOdLIhKP6n6h2b-LWOw,Anything and Everything Explained,Just How CATASTROPHIC Was The Great Mississippi Flood of 1927?,237,7 months ago,210,595,https://www.youtube.com/watch?v=6r3fRfOEVJk
everyday_history,Mississippi flood 1927 documentary,D4hypVNTVhA,UCNx09VmxhXfyMwDqqg9U2mw,99 Years Ago,The Great Mississippi Flood of 1927 — America’s Worst Disaster?,79,4 months ago,120,190,https://www.youtube.com/watch?v=D4hypVNTVhA
everyday_history,Mississippi flood 1927 documentary,r_SfmxCUXw4,UCsrtIdSSKjZeZ3Z4VZJo67A,Boldcraft Studio,Great Mississippi Flood – America Underwater 1927 | Forgotten American Disaster Documentary,50,11 months ago,330,184,https://www.youtube.com/watch?v=r_SfmxCUXw4
everyday_history,Mississippi flood 1927 documentary,7hgd00UpdCA,UCGhSzbNFrVav5Iw9R7P4rcQ,Soul of America ,The Flood That Changed America Forever | 1927 Mississippi Flood Documentary | Soul of America,2,7 days ago,7,620,https://www.youtube.com/watch?v=7hgd00UpdCA
everyday_history,Mississippi flood 1927 documentary,NzyuIdUBWoQ,UCVqhrg-Zos7ldG1iOXHwfHw,The Last Known Frame,"39 Tons of Dynamite and One Choice | Great Mississippi Flood, 1927 (AI reconstruction)",14,2 months ago,60,1191,https://www.youtube.com/watch?v=NzyuIdUBWoQ
everyday_history,Mississippi flood 1927 documentary,9vNW8pKfWmw,UCcRzlAFKq-LIOMhRExxvGfw,Dust of Empires	,The Flood They Aimed at the Poor,30,3 weeks ago,21,273,https://www.youtube.com/watch?v=9vNW8pKfWmw
everyday_history,Mississippi flood 1927 documentary,tgTBe_8k2LQ,UC__1H1h9Lnt0uMk0L1Gdavg,American Disaster Files,The Great Mississippi Flood Explained: America's Worst Flood of 1927 | American Disaster Files,40,1 month ago,30,784,https://www.youtube.com/watch?v=tgTBe_8k2LQ
everyday_history,Mississippi flood 1927 documentary,fhFyIt8C4nE,UCHGC92w4akO_7G1Au_KyTKA,Country Disasters,The Flood That Changed America | Mississippi Flood 1927,196,6 months ago,180,176,https://www.youtube.com/watch?v=fhFyIt8C4nE
everyday_history,Mississippi flood 1927 documentary,MjGb_8T8PgQ,UCEIU_GayWOrYRC3IobR_-UA,HistoMark,When America’s System Went Underwater | Mississippi Flood 1927,17,7 months ago,210,410,https://www.youtube.com/watch?v=MjGb_8T8PgQ
everyday_history,Mississippi flood 1927 documentary,hq5itGTNb6w,UCHgiXaaobC72oFv95pjpfvA,CodeX1980,WHY RIVERS OVERFLOW: The Mississippi Flood of 1927 Explained,7,6 months ago,180,568,https://www.youtube.com/watch?v=hq5itGTNb6w
everyday_history,Mississippi flood 1927 documentary,bNaud4pU2hY,UCZLAy00GHtsQ28MQosW0mZw,Beyond Impact,"Great Mississippi Flood 1927: 630,000 People Displaced Across 7 States",358,12 days ago,12,1353,https://www.youtube.com/watch?v=bNaud4pU2hY
everyday_history,Mississippi flood 1927 documentary,D-Zrt-WxodA,UCv6onzQruKJeJo-sVTbRIoA,Erased Evidence,Mississippi’s River Giants — The Flood of 1927 That Exposed a Graveyard Nobody Knew Was There,759,3 months ago,90,909,https://www.youtube.com/watch?v=D-Zrt-WxodA
everyday_history,Mississippi flood 1927 documentary,MWhiDbNYzTM,UCRjgFeZLeAyylt3qfZdFzHw,马大三,"The Great Mississippi Flood of 1927 — How the River Destroyed the Delta and Displaced 700,000",1,7 days ago,7,1891,https://www.youtube.com/watch?v=MWhiDbNYzTM
everyday_history,Mississippi flood 1927 documentary,-RGlird5IbE,UC9x7C6RWR8jgnoTxzNkFC5w,Sleeping History Fact,"The Great Mississippi Flood of 1927 , America's Worst Natural Disaster ,  Sleeping History #history",6,3 weeks ago,21,529,https://www.youtube.com/watch?v=-RGlird5IbE
everyday_history,Mississippi flood 1927 documentary,hzWXWM3bWh8,UCKd3-5IsV0CEdRB-H1C4XTQ,ChronoMyst AI,🌊 The Great Mississippi Flood of 1927 | America’s Deadliest Flood Disaster 😨,9,3 months ago,90,463,https://www.youtube.com/watch?v=hzWXWM3bWh8
everyday_history,Mississippi flood 1927 documentary,mqs8GZgYhuY,UCQwzobFcaponDq3ONI2ob2g,THE HISTORICAL MEMORY RECOVERY CHANNEL,Fatal Flood: The 1927 Mississippi Flood and How It Killed Hundreds of Black Sharecroppers,86,8 days ago,8,3066,https://www.youtube.com/watch?v=mqs8GZgYhuY
everyday_history,Mississippi flood 1927 documentary,fL-jNuHN9UU,UCOgGk4vNEyoVI-q8k1gg-8A,GeoQuest,The Mississippi River Problem America Can't Easily Fix,20,1 month ago,30,2140,https://www.youtube.com/watch?v=fL-jNuHN9UU
everyday_history,first apartment buildings America history,Ub6J0TkQqVg,UC95ANqPeSKRNEH1CaCOs2ew,History of Simple Things,Apartment vs Condominium: What Really Is The Difference?,109923,11 months ago,330,508,https://www.youtube.com/watch?v=Ub6J0TkQqVg
everyday_history,first apartment buildings America history,1Hw3cZlBXAs,UCL_ZgWi3WnPdsQpS9zNRmxA,Object 550,The Apartment That Housed 60 Million Soviets | Documentary,659,2 months ago,60,486,https://www.youtube.com/watch?v=1Hw3cZlBXAs
everyday_history,first apartment buildings America history,3DRZ4MiVmB4,UCET41hSp5hm7ZpU0TCJBPxg,Forgotten Power,The REAL Cost of Living in a Gilded Age Apartment,262,6 months ago,180,1254,https://www.youtube.com/watch?v=3DRZ4MiVmB4
everyday_history,first apartment buildings America history,PaFN9FfEy2I,UC1-mqKYpE7r_M5IhiDeg4NA,The Empowered Immigrants ,How I Rented My First US Apartment with Zero Credit History,183,4 months ago,120,248,https://www.youtube.com/watch?v=PaFN9FfEy2I
everyday_history,first apartment buildings America history,tIgdxChWkiw,UCHyFuvaP40uvL0RE48NbsMw,First Alert 6,"Historic building preserves legacy of Omaha’s first Black veterinarian, provides new housing",57,6 months ago,180,155,https://www.youtube.com/watch?v=tIgdxChWkiw
everyday_history,first apartment buildings America history,pxK7KNcI7A8,UCs8xFID9HDQti6n3PspGxHg,NorthStar StoryNarrative,The Building New York Mocked… Until It Changed How America Lives,1,8 months ago,240,822,https://www.youtube.com/watch?v=pxK7KNcI7A8
