channel_id,channel_name,query_groups,search_video_count,recent_long_count,max_search_views,median_search_views,channel_url
UC8GlzFmANazkqEEojSl1ETA,Doctor NOS,wildlife_documentaries,1,1,729771,729771,https://www.youtube.com/channel/UC8GlzFmANazkqEEojSl1ETA/videos
UCcxQHI0pPuOQWLaTJJZoBIQ,ReYOUniverse,speculative_scifi,1,1,722068,722068,https://www.youtube.com/channel/UCcxQHI0pPuOQWLaTJJZoBIQ/videos
UC31GyoVAjRLLK9Nh4298PzA,iamLucid,economic_explainers,1,1,719199,719199,https://www.youtube.com/channel/UC31GyoVAjRLLK9Nh4298PzA/videos
UCcJyQ5dihoKAKwk2aRi-CQw,This Is History,history_reconstruction,1,1,712915,712915,https://www.youtube.com/channel/UCcJyQ5dihoKAKwk2aRi-CQw/videos
UCsDTy8jvHcwMvSZf_JGi-FA,Abhi and Niyu,economic_explainers,1,1,710106,710106,https://www.youtube.com/channel/UCsDTy8jvHcwMvSZf_JGi-FA/videos
UCmFeOdJI3IXgTBDzqBLD8qg,Moon,internet_mysteries,1,1,708027,708027,https://www.youtube.com/channel/UCmFeOdJI3IXgTBDzqBLD8qg/videos
UC7OxCeIvb7GihTlyUjYMmig,Hosh TV,wildlife_documentaries,1,1,681997,681997,https://www.youtube.com/channel/UC7OxCeIvb7GihTlyUjYMmig/videos
UCVVTthHLGBuNeKf5z6jGV2A,Blackfiles,internet_mysteries,1,1,680103,680103,https://www.youtube.com/channel/UCVVTthHLGBuNeKf5z6jGV2A/videos
UCUMZ7gohGI9HcU9VNsr2FJQ,Bloomberg Originals,economic_explainers,3,3,664205,453587,https://www.youtube.com/channel/UCUMZ7gohGI9HcU9VNsr2FJQ/videos
UCZITkCJEfWt4sVq9c4QnoHg,Kuhlaki,internet_mysteries,2,2,664002,445294,https://www.youtube.com/channel/UCZITkCJEfWt4sVq9c4QnoHg/videos
UCVnW6nZwKO--v-hj1imiMEQ,CineBuzz,economic_explainers,2,2,648569,466089,https://www.youtube.com/channel/UCVnW6nZwKO--v-hj1imiMEQ/videos
UCmnxIjObfh9mRqHOstKOQWA,WILDLIFE PLANET HINDI,wildlife_documentaries,1,1,619974,619974,https://www.youtube.com/channel/UCmnxIjObfh9mRqHOstKOQWA/videos
UC6JEz6BKg7hX7idKecN7QYA,Jist,economic_explainers,1,1,619950,619950,https://www.youtube.com/channel/UC6JEz6BKg7hX7idKecN7QYA/videos
UCfW7Uk_vJfa2t5IeWikYv6Q,Explained In minutes,economic_explainers,1,1,594802,594802,https://www.youtube.com/channel/UCfW7Uk_vJfa2t5IeWikYv6Q/videos
UC7sDT8jZ76VLV1u__krUutA,DUST,speculative_scifi,1,1,557264,557264,https://www.youtube.com/channel/UC7sDT8jZ76VLV1u__krUutA/videos
UCWJVsGYhm7K2SuIx362YziA,zapiwala ai,economic_explainers|history_reconstruction,2,1,554974,492475,https://www.youtube.com/channel/UCWJVsGYhm7K2SuIx362YziA/videos
UCdi-rTleLSNBYEVOWuAic5w,Paint Maniac,internet_mysteries,1,1,532832,532832,https://www.youtube.com/channel/UCdi-rTleLSNBYEVOWuAic5w/videos
UCzXHhxQpFRinC1VYBRQRzSQ,The Overnight Millionaire,internet_mysteries,1,1,522778,522778,https://www.youtube.com/channel/UCzXHhxQpFRinC1VYBRQRzSQ/videos
UCohG8-NtggGKbzx8K7YF1uw,GLOBAL DOCUMENTARY - Discovery Travel,history_reconstruction,1,1,506833,506833,https://www.youtube.com/channel/UCohG8-NtggGKbzx8K7YF1uw/videos
UClJKPpFvz_pZb8zBJorPAkQ,The Movie Echo,economic_explainers|internet_mysteries,3,3,500941,218881,https://www.youtube.com/channel/UClJKPpFvz_pZb8zBJorPAkQ/videos
UCrNfRFWnLC3tCy1TnyhVQ7g,Casual Finance,economic_explainers,2,2,496777,437745,https://www.youtube.com/channel/UCrNfRFWnLC3tCy1TnyhVQ7g/videos
UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,economic_explainers,3,2,482975,152623,https://www.youtube.com/channel/UCNye-wNBqNL5ZzHSJj3l8Bg/videos
UC5FCyk1QkTBLgWm-w866PGg,Epic AI Films,speculative_scifi,2,2,481619,461469,https://www.youtube.com/channel/UC5FCyk1QkTBLgWm-w866PGg/videos
UCrD9iL5Lkzio-llw6dXDw_w,Unreal True Crime,speculative_scifi,1,1,471560,471560,https://www.youtube.com/channel/UCrD9iL5Lkzio-llw6dXDw_w/videos
UCDKJdFer1phQI95UinPZehw,Turkey Tom,internet_mysteries,1,1,469584,469584,https://www.youtube.com/channel/UCDKJdFer1phQI95UinPZehw/videos
UCdHqdfzdvT7tbAfeQM1gLnQ,Grant Rudow,economic_explainers,1,1,469012,469012,https://www.youtube.com/channel/UCdHqdfzdvT7tbAfeQM1gLnQ/videos
UC-QTh5HFiw28MwFrmFrRjzA,Beginning To Now,history_reconstruction|speculative_scifi,2,2,460942,324488,https://www.youtube.com/channel/UC-QTh5HFiw28MwFrmFrRjzA/videos
UCwOu8GE6bUcIDfEERFEg8gA,Ittehaaz,history_reconstruction,1,1,460827,460827,https://www.youtube.com/channel/UCwOu8GE6bUcIDfEERFEg8gA/videos
UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,internet_mysteries,1,1,447044,447044,https://www.youtube.com/channel/UC7fWeaHhqgM4Ry-RMpM2YYw/videos
UCHgI_MItRWEKLX7lKz7Xn0g,Top 5 Unknowns,internet_mysteries,2,2,432280,236344,https://www.youtube.com/channel/UCHgI_MItRWEKLX7lKz7Xn0g/videos
UCmw5YZZ7qsemNWpP87AGiew,Resurrected History,history_reconstruction,1,1,431979,431979,https://www.youtube.com/channel/UCmw5YZZ7qsemNWpP87AGiew/videos
UCQUnqaW8Q33siyLYhisN7HQ,Antidote,economic_explainers,1,1,430672,430672,https://www.youtube.com/channel/UCQUnqaW8Q33siyLYhisN7HQ/videos
UCPTDdIFlaBrHdCEerIjdXKw,Khalan Studio,speculative_scifi,2,2,430048,245002,https://www.youtube.com/channel/UCPTDdIFlaBrHdCEerIjdXKw/videos
UCZ4AMrDcNrfy3X6nsU8-rPg,Economics Explained,economic_explainers,3,3,424183,299828,https://www.youtube.com/channel/UCZ4AMrDcNrfy3X6nsU8-rPg/videos
UC3ndYILeJQHyYENS-si226A,NatureVista - English,wildlife_documentaries,1,1,423891,423891,https://www.youtube.com/channel/UC3ndYILeJQHyYENS-si226A/videos
UCpr1JAIc49gu9-FAlO4uAKw,timewarp cities,history_reconstruction,4,4,407482,153241,https://www.youtube.com/channel/UCpr1JAIc49gu9-FAlO4uAKw/videos
UCGBqkakG1XpPyrY1deesPBw,The Flo Factory,speculative_scifi,1,1,357310,357310,https://www.youtube.com/channel/UCGBqkakG1XpPyrY1deesPBw/videos
UCDy5K4UNhE3l9-3mu9V-d3A,How People Make Money,economic_explainers,1,1,350343,350343,https://www.youtube.com/channel/UCDy5K4UNhE3l9-3mu9V-d3A/videos
UCftwRNsjfRo08xYE31tkiyw,WIRED,economic_explainers,1,1,349918,349918,https://www.youtube.com/channel/UCftwRNsjfRo08xYE31tkiyw/videos
UCQmSfO8cYdSV2Mu3gW4bpAw,Ancestors Civilization,history_reconstruction,2,2,333688,167992,https://www.youtube.com/channel/UCQmSfO8cYdSV2Mu3gW4bpAw/videos
UCUMccND2H_CVS0dMZKCPCXA,FinnovationZ by Prasad,economic_explainers,1,1,326024,326024,https://www.youtube.com/channel/UCUMccND2H_CVS0dMZKCPCXA/videos
UCJ3nrau9ioTz--nL-rdLWew,IP Bangla,internet_mysteries,1,1,324375,324375,https://www.youtube.com/channel/UCJ3nrau9ioTz--nL-rdLWew/videos
UC32XD2TGOG0He0Ikxc7it4Q,Kaushik Bhattacharjee,economic_explainers,1,1,309626,309626,https://www.youtube.com/channel/UC32XD2TGOG0He0Ikxc7it4Q/videos
UC99tXyh_OHorW4DafgVc3pQ,Animata Historia,history_reconstruction,2,2,301562,263233,https://www.youtube.com/channel/UC99tXyh_OHorW4DafgVc3pQ/videos
UC6b4NXX4ppECUzdvTsX9Dtw,ancient editions,history_reconstruction,2,2,299637,222452,https://www.youtube.com/channel/UC6b4NXX4ppECUzdvTsX9Dtw/videos
UCknLrEdhRCp1aegoMqRaCZg,DW News,economic_explainers,1,1,295651,295651,https://www.youtube.com/channel/UCknLrEdhRCp1aegoMqRaCZg/videos
UCvaUiQa0X5RxzBiD-fK-oeg,BizLens,economic_explainers,1,0,277807,277807,https://www.youtube.com/channel/UCvaUiQa0X5RxzBiD-fK-oeg/videos
UCoUxsWakJucWg46KW5RsvPw,Financial Times,economic_explainers,1,1,277222,277222,https://www.youtube.com/channel/UCoUxsWakJucWg46KW5RsvPw/videos
UCppyAe3EEAGcGknEr4C4H-A,Beyond The Rings,speculative_scifi,1,1,275528,275528,https://www.youtube.com/channel/UCppyAe3EEAGcGknEr4C4H-A/videos
UCo7FvfMJeTRhO-d7xT8IZlg,Casual Economics,economic_explainers,2,2,267032,203351,https://www.youtube.com/channel/UCo7FvfMJeTRhO-d7xT8IZlg/videos
UCFqYcXDkv9inrIsALD00SQA,Movie Gyan,economic_explainers,1,1,261442,261442,https://www.youtube.com/channel/UCFqYcXDkv9inrIsALD00SQA/videos
UCW39zufHfsuGgpLviKh297Q,DW Documentary,economic_explainers|speculative_scifi,2,2,252161,243171,https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q/videos
UCjIjoDsnz_ygrp2UhiBDZEw,Oldies Radio Station,internet_mysteries,1,1,234976,234976,https://www.youtube.com/channel/UCjIjoDsnz_ygrp2UhiBDZEw/videos
UCywCTTyUWYsLo2-87I6XgkQ,The Net Explainer,internet_mysteries,1,1,232696,232696,https://www.youtube.com/channel/UCywCTTyUWYsLo2-87I6XgkQ/videos
UCgw-ToxY5DEI1jjGuUYthrQ,ImranX ,history_reconstruction,2,2,229536,132525,https://www.youtube.com/channel/UCgw-ToxY5DEI1jjGuUYthrQ/videos
UCBr2W3nb0jPSnommNbbpMAw,Economics Help,economic_explainers,1,1,229209,229209,https://www.youtube.com/channel/UCBr2W3nb0jPSnommNbbpMAw/videos
UCSmi9AQVgpfy-iP8omwd7vA,Ultimate Nature Documentaries,wildlife_documentaries,2,2,227200,113721,https://www.youtube.com/channel/UCSmi9AQVgpfy-iP8omwd7vA/videos
UCf3dc-Y3k5vBTCVpPCAfG6g,Tube Sensei,history_reconstruction,1,1,222549,222549,https://www.youtube.com/channel/UCf3dc-Y3k5vBTCVpPCAfG6g/videos
UCGBO6EahCqQSyXIws1MQdDg,Future Business Tech,speculative_scifi,2,2,218694,115940,https://www.youtube.com/channel/UCGBO6EahCqQSyXIws1MQdDg/videos
UCMlyxcyZvxs7UzvbUEQJehA,Fewne,economic_explainers,1,1,218639,218639,https://www.youtube.com/channel/UCMlyxcyZvxs7UzvbUEQJehA/videos
UC7lSvMZ4xHbj_P_sUpoFxmg,History Unwalled,history_reconstruction,1,1,212408,212408,https://www.youtube.com/channel/UC7lSvMZ4xHbj_P_sUpoFxmg/videos
